45.6535982,-110.5640876
45.6536476,-110.5640343
45.6536402,-110.564069
45.6536395,-110.5641127
45.6541114,-110.564439
45.6541007,-110.5645138
45.6545274,-110.5650787
45.654877,-110.5653767
45.6551784,-110.5655427
45.6555479,-110.5660945
45.6561334,-110.5667392
45.6560971,-110.5669755
45.65644,-110.5674291
45.6569482,-110.5679008
45.6571871,-110.5679248
45.6573927,-110.568515
45.6574881,-110.5680713
45.6574772,-110.5684023
45.6578478,-110.5686338
45.6579142,-110.5680266
45.6581043,-110.5675535
45.6580121,-110.5681274
45.6581505,-110.5691928
45.6575736,-110.5707525
45.6558719,-110.5702329
45.65637,-110.5752996
45.6562544,-110.5753521
45.6573734,-110.5768021
45.6555227,-110.5813517
45.6554501,-110.5816368
45.6545187,-110.5855205
45.654434,-110.5858933
45.6537483,-110.5892795
45.6537483,-110.5892795
45.6531741,-110.59331
45.6531094,-110.593974
45.6530615,-110.5944636
45.653502,-110.5998274
45.6535202,-110.6000393
45.6535667,-110.6005809
45.6535667,-110.6005809
45.6549523,-110.6077932
45.6549523,-110.6077932
45.6527025,-110.6112386
45.6527025,-110.6112386
45.6509107,-110.612302
45.6508547,-110.6123052
45.650303,-110.6099544
45.650303,-110.6099544
45.6501259,-110.6091232
45.6501259,-110.6091232
45.647656,-110.5999247
45.647656,-110.5999247
45.6464648,-110.5932568
45.6464648,-110.5932568
45.6453626,-110.5870381
45.6453626,-110.5870381
45.6446865,-110.5810863
45.6446865,-110.5810863
45.6444156,-110.5751857
45.6444156,-110.5751857
45.6442382,-110.571178

