45.65857878,-110.5683218
45.65855522,-110.568464
45.65852706,-110.5686142
45.65849518,-110.5687416
45.6584667,-110.5688521
45.65843162,-110.5689903
45.65840064,-110.5691197
45.65836601,-110.5692569
45.65833709,-110.5693793
45.65830773,-110.5695049
45.65827631,-110.5696369
45.65824833,-110.5697431
45.65822093,-110.569848
45.65818267,-110.5700083
45.65815025,-110.570138
45.65812127,-110.5702561
45.6580866,-110.5703952
45.65805639,-110.5705233
45.65802525,-110.5706483
45.65797918,-110.5708307
45.65792776,-110.5710414
45.65788431,-110.571222
45.65783804,-110.5714153
45.65780332,-110.5715597
45.65776051,-110.5717332
45.65772171,-110.5718974
45.65767399,-110.5720959
45.65763516,-110.5722569
45.6575905,-110.5724436
45.6575539,-110.5726035
45.65751301,-110.5727702
45.65747785,-110.5729248
45.65743614,-110.5730963
45.65739174,-110.5732853
45.65734892,-110.5734573
45.65730119,-110.5736625
45.65725465,-110.57387
45.65721701,-110.5740359
45.65718203,-110.574195
45.65714858,-110.5743414
45.65710644,-110.5745092
45.65706571,-110.5746977
45.65702206,-110.5748661
45.65698576,-110.575022
45.65694601,-110.5751869
45.65690814,-110.5753428
45.65687322,-110.5754923
45.65683164,-110.5756661
45.65679339,-110.5758342
45.65675436,-110.5760078
45.6567102,-110.5762007
45.65667148,-110.5763675
45.65663634,-110.5765266
45.65660039,-110.5766733
45.65656804,-110.5768171
45.65652977,-110.5769787
45.65649417,-110.5771344
45.65646093,-110.5772743
45.65641949,-110.5774522
45.65637949,-110.5776188
45.65634237,-110.5777829
45.65631071,-110.5779121
45.65627228,-110.5780808
45.65623401,-110.5782411
45.65619844,-110.5783894
45.65616016,-110.5785487
45.65612589,-110.5787013
45.65608556,-110.5788654
45.65604627,-110.5790367
45.65600815,-110.5792038
45.65596846,-110.5793801
45.65592483,-110.5795553
45.65587787,-110.5797553
45.65583864,-110.5799236
45.65579893,-110.580097
45.6557596,-110.5802655
45.65571876,-110.5804331
45.65568228,-110.5805924
45.65563841,-110.5807707
45.65560249,-110.5809306
45.65555915,-110.5811097
45.65551607,-110.5813037
45.65547089,-110.5814901
45.65543154,-110.5816571
45.65538667,-110.5818417
45.65534741,-110.5820089
45.65530769,-110.582176
45.65526646,-110.5823587
45.6552278,-110.5825128
45.65518823,-110.5826804
45.65514615,-110.5828581
45.6551067,-110.5830325
45.65506197,-110.5832173
45.65501696,-110.5834179
45.65498652,-110.5835513
45.65495071,-110.5836956
45.65491368,-110.5838611
45.65488058,-110.5840042
45.65485122,-110.5841301
45.65481612,-110.5842836
45.65477852,-110.5844452
45.65474297,-110.584594
45.65471319,-110.5847261
45.65467811,-110.5848751
45.65463746,-110.5850575
45.65460386,-110.5851919
45.65456651,-110.5853526
45.65453874,-110.5854728
45.65450455,-110.5856154
45.65447932,-110.5857244
45.65444555,-110.5858743
45.65441195,-110.5860198
45.65437553,-110.5861675
45.6543327,-110.5863395
45.65429826,-110.5864874
45.65424556,-110.5867094
45.65420618,-110.5868752
45.65416007,-110.5870655
45.65411617,-110.5872578
45.65406766,-110.5874715
45.65402261,-110.5876722
45.65397431,-110.5878708
45.65393186,-110.5880625
45.65388611,-110.5882656
45.65384099,-110.5884758
45.65380458,-110.5886503
45.65376127,-110.5888551
45.65371898,-110.5890732
45.65368467,-110.5892533
45.65364427,-110.5894686
45.65360947,-110.5896754
45.65357293,-110.589904
45.65353316,-110.5901663
45.65349319,-110.5904248
45.65345717,-110.5906867
45.65342388,-110.5909362
45.65339364,-110.5911945
45.65336181,-110.5914761
45.65333344,-110.5917385
45.65331385,-110.5919556
45.65329189,-110.5921984
45.653273,-110.5924304
45.65325891,-110.5926448
45.65324239,-110.5928722
45.65322906,-110.5930785
45.653214,-110.5933386
45.65320049,-110.5935908
45.65319434,-110.593797
45.6531863,-110.5940598
45.65318181,-110.5943195
45.65317826,-110.5945619
45.6531748,-110.5948231
45.65317283,-110.5950819
45.65317521,-110.5953254
45.65318013,-110.5955719
45.65318523,-110.5958271
45.65319243,-110.5960689
45.65319821,-110.5962996
45.6532107,-110.5965331
45.65322407,-110.5967657
45.65324405,-110.5970139
45.653264,-110.5972728
45.65328478,-110.5974918
45.65330725,-110.5977189
45.6533375,-110.5980003
45.6533627,-110.5982649
45.6533969,-110.5985622
45.6534232,-110.5988033
45.65345636,-110.5990498
45.65348421,-110.5993453
